dateTime_UTC,ax,ay,az,gx,gy,gz
1999-01-15 09:38:00.9436,0.0012,-0.6738,-10.0521,-1.38,5.46,4.12
1999-01-15 09:38:01.0128,0.0239,-0.5745,-10.0856,-0.87,5.08,5.2
1999-01-15 09:38:01.0820,0.1173,-0.5051,-10.0641,-0.57,3.88,4.92
1999-01-15 09:38:01.1511,0.2513,-0.5846,-10.103,-0.97,2.23,6.28
1999-01-15 09:38:01.2203,0.2047,-0.7079,-10.0838,-1.17,0.8,9.06
1999-01-15 09:38:01.2895,-0.0497,-0.7025,-10.0886,-0.84,1.44,9.49
1999-01-15 09:38:01.3586,-0.0951,-0.6714,-10.088,0.74,3.98,8.36
1999-01-15 09:38:01.4278,-0.0239,-0.5583,-10.0688,1.8,5.71,7.04
1999-01-15 09:38:01.4969,0.1813,-0.5063,-10.0784,2.56,6.97,5.23
1999-01-15 09:38:01.5661,0.1933,-0.5446,-10.07,3.31,8.23,5.65
1999-01-15 09:38:01.6353,0.2029,-0.6559,-10.0706,4.91,10.0,6.8
1999-01-15 09:38:01.7044,0.1759,-0.6977,-10.0246,7.4,13.25,8.48
1999-01-15 09:38:01.7736,0.3991,-0.7151,-10.0772,10.47,17.72,8.56
1999-01-15 09:38:01.8428,0.8611,-1.1597,-9.9474,11.67,19.58,9.58
1999-01-15 09:38:01.9119,1.6702,-1.6654,-9.8163,-0.7,1.72,12.47
1999-01-15 09:38:01.9811,0.6493,-1.2106,-10.0802,-8.83,-9.58,14.0
1999-01-15 09:38:02.0502,0.1628,-0.8132,-10.0479,-6.83,-6.67,12.31
1999-01-15 09:38:02.1194,0.2346,-0.5906,-10.082,-2.35,-1.05,10.99
1999-01-15 09:38:02.1886,0.3561,-0.4925,-10.0611,0.81,3.03,9.27
1999-01-15 09:38:02.2577,0.3303,-0.5852,-10.0359,3.09,6.26,9.47
1999-01-15 09:38:02.3269,0.5266,-0.8186,-10.0174,3.79,6.17,11.82
1999-01-15 09:38:02.3961,0.6529,-1.0227,-9.9994,0.73,1.73,14.75
1999-01-15 09:38:02.4652,0.6307,-1.1322,-9.9438,-3.58,-4.75,17.56
1999-01-15 09:38:02.5344,0.4602,-0.8402,-9.8839,-7.16,-13.28,22.58
1999-01-15 09:38:02.6035,0.0329,-0.2023,-9.8648,-7.51,-20.63,32.96
1999-01-15 09:38:02.6727,-0.4135,-0.8114,-10.4464,1.16,-8.22,25.33
1999-01-15 09:38:02.7419,-0.3824,-1.1501,-10.0988,1.16,-2.49,9.79
1999-01-15 09:38:02.8110,-0.3196,-0.9389,-10.0832,0.39,0.83,7.21
1999-01-15 09:38:02.8802,-0.2878,-0.5607,-10.0587,-0.1,2.57,7.15
1999-01-15 09:38:02.9493,-0.319,-0.5302,-10.0671,0.64,2.71,7.32
1999-01-15 09:38:03.0185,-0.2914,-0.5565,-10.0359,1.44,2.35,7.46
1999-01-15 09:38:03.0877,-0.316,-0.5727,-10.0623,2.99,1.11,7.52
1999-01-15 09:38:03.1568,-0.3782,-0.7749,-10.0886,4.55,0.21,6.48
1999-01-15 09:38:03.2260,-0.383,-0.8444,-9.9839,2.18,2.67,8.16
1999-01-15 09:38:03.2952,-0.3944,-0.9395,-10.0335,-0.77,6.29,9.63
1999-01-15 09:38:03.3643,-0.1466,-0.7151,-10.0323,-1.99,7.17,7.0
1999-01-15 09:38:03.4335,-0.1729,-0.5811,-10.0455,-1.3,5.64,5.4
1999-01-15 09:38:03.5026,-0.1933,-0.5446,-10.0515,0.01,4.19,5.21
1999-01-15 09:38:03.5718,-0.1933,-0.5643,-10.0329,1.65,3.23,4.73
1999-01-15 09:38:03.6410,-0.2388,-0.6451,-10.0455,2.35,3.05,4.39
1999-01-15 09:38:03.7101,-0.1047,-0.5972,-10.0688,3.46,2.82,4.58
1999-01-15 09:38:03.7793,-0.1173,-0.7755,-10.1107,4.95,0.62,3.85
1999-01-15 09:38:03.8485,-0.2406,-1.0041,-10.0401,6.22,-1.3,2.13
1999-01-15 09:38:03.9176,-0.5984,-1.4422,-10.1185,2.26,2.43,-0.65
1999-01-15 09:38:03.9868,-0.5278,-1.1328,-10.0024,-6.4,13.51,-3.96
1999-01-15 09:38:04.0559,0.07,-0.1167,-10.097,-5.86,12.29,-0.24
1999-01-15 09:38:04.1251,0.3495,-0.301,-10.0323,-3.44,10.14,2.84
1999-01-15 09:38:04.1943,0.4799,-0.4853,-10.0605,3.77,1.16,3.02
1999-01-15 09:38:04.2634,0.3471,-0.5344,-10.0174,11.52,-8.51,2.93
1999-01-15 09:38:04.3326,-0.4356,-1.2064,-10.1239,14.18,-13.18,1.26
1999-01-15 09:38:04.4018,-1.1489,-1.5481,-10.0922,4.91,-1.8,-1.83
1999-01-15 09:38:04.4709,-0.6876,-1.3045,-10.0575,-3.15,9.17,1.03
1999-01-15 09:38:04.5401,0.1646,-0.7851,-10.03,-5.09,11.85,3.78
1999-01-15 09:38:04.6092,0.2088,-0.7432,-10.0473,-1.36,6.48,4.02
1999-01-15 09:38:04.6784,-0.006,-0.8228,-10.0437,2.13,2.36,3.47
1999-01-15 09:38:04.7476,-0.2244,-0.9413,-10.0563,2.8,0.82,2.62
1999-01-15 09:38:04.8167,-0.3052,-1.1106,-10.0653,1.13,3.06,2.79
1999-01-15 09:38:04.8859,-0.0736,-0.9593,-10.0557,-0.38,5.23,2.47
1999-01-15 09:38:04.9550,-0.0018,-0.9174,-10.0545,0.12,4.48,3.08
1999-01-15 09:38:05.0242,-0.1352,-0.9616,-10.0748,-0.21,4.09,3.53
1999-01-15 09:38:05.0934,-0.1203,-0.9485,-10.0659,-0.94,5.49,2.65
1999-01-15 09:38:05.1625,0.012,-0.9162,-10.0653,-1.88,6.5,2.35
1999-01-15 09:38:05.2317,-0.0209,-0.9042,-10.0587,-3.37,7.84,1.88
1999-01-15 09:38:05.3009,0.2088,-0.7749,-10.0736,-1.98,5.0,2.14
1999-01-15 09:38:05.3700,0.2406,-0.7151,-10.0856,-2.17,3.95,2.94
1999-01-15 09:38:05.4392,0.1107,-0.7354,-10.0682,-1.62,3.31,1.77
1999-01-15 09:38:05.5083,0.1903,-0.6672,-10.0964,-1.09,2.91,0.6
1999-01-15 09:38:05.5775,0.1454,-0.6571,-10.0772,-1.0,2.5,1.02
1999-01-15 09:38:05.6467,0.2076,-0.687,-10.0659,-0.54,1.74,3.36
1999-01-15 09:38:05.7158,0.2382,-0.7325,-10.0868,-0.32,1.4,5.06
1999-01-15 09:38:05.7850,0.1699,-0.6876,-10.082,-0.58,1.01,4.79
1999-01-15 09:38:05.8542,0.0724,-0.602,-10.0802,-0.25,1.3,5.41
1999-01-15 09:38:05.9233,0.0832,-0.5158,-10.0665,-0.19,1.37,6.38
1999-01-15 09:38:05.9925,0.1053,-0.5033,-10.0479,0.18,1.58,6.28
1999-01-15 09:38:06.0616,-0.0413,-0.5625,-10.0527,0.96,1.6,6.28
1999-01-15 09:38:06.1308,-0.0263,-0.7133,-10.1604,1.53,2.34,6.4
1999-01-15 09:38:06.2000,0.1149,-0.7696,-10.0808,2.33,4.14,5.35
1999-01-15 09:38:06.2691,0.1729,-0.8228,-10.1059,1.42,2.99,5.43
1999-01-15 09:38:06.3383,0.1125,-0.66,-10.0617,0.72,2.07,4.34
1999-01-15 09:38:06.4075,-0.0922,-0.6194,-10.1048,2.11,4.74,4.24
1999-01-15 09:38:06.4766,-0.0078,-0.6481,-10.0676,4.69,8.09,4.8
1999-01-15 09:38:06.5458,0.1987,-0.7127,-10.0605,6.59,11.03,5.28
1999-01-15 09:38:06.6149,0.4183,-0.8462,-10.0335,6.71,10.74,7.07
1999-01-15 09:38:06.6841,0.3926,-0.8396,-10.0479,5.79,8.88,8.98
1999-01-15 09:38:06.7533,0.5799,-1.1914,-10.0371,3.39,5.53,11.56
1999-01-15 09:38:06.8224,0.5565,-1.1304,-9.9994,-0.37,0.61,13.61
1999-01-15 09:38:06.8916,0.2878,-1.0412,-10.0353,0.51,2.11,11.38
1999-01-15 09:38:06.9607,0.2513,-0.8791,-10.0772,2.49,5.6,9.33
1999-01-15 09:38:07.0299,0.3644,-0.8096,-10.0407,4.71,8.51,9.05
1999-01-15 09:38:07.0991,0.611,-1.0945,-10.0102,6.15,10.33,7.29
1999-01-15 09:38:07.1682,0.9186,-1.2728,-9.9833,0.09,1.87,8.86
1999-01-15 09:38:07.2374,0.4512,-1.1489,-10.0024,-2.3,-2.12,11.91
1999-01-15 09:38:07.3066,0.435,-1.2321,-9.9982,-4.78,-4.22,13.92
1999-01-15 09:38:07.3757,0.1729,-1.1077,-10.0623,-2.69,-0.4,11.41
1999-01-15 09:38:07.4449,0.3255,-0.9084,-10.0443,-1.79,0.96,7.36
1999-01-15 09:38:07.5140,0.3429,-0.9227,-10.0473,-0.58,2.14,5.12
1999-01-15 09:38:07.5832,0.3297,-0.9006,-10.0317,0.76,3.75,4.67
1999-01-15 09:38:07.6524,0.3154,-0.8509,-10.0461,1.07,3.98,4.45
1999-01-15 09:38:07.7215,0.3955,-0.8557,-10.0437,1.44,3.46,3.91
1999-01-15 09:38:07.7907,0.4189,-0.8821,-10.0395,1.62,2.81,3.65
1999-01-15 09:38:07.8599,0.4979,-0.8874,-10.0311,1.84,1.84,5.02
1999-01-15 09:38:07.9290,0.453,-0.9192,-10.0509,2.0,0.46,6.85
1999-01-15 09:38:07.9982,0.3453,-0.9892,-10.0545,2.53,0.26,7.39
1999-01-15 09:38:08.0673,0.0951,-1.1382,-10.0569,2.42,0.65,5.83
1999-01-15 09:38:08.1365,0.0916,-1.2082,-10.0353,1.65,1.73,4.36
1999-01-15 09:38:08.2057,0.31,-1.1346,-10.0126,0.35,3.26,4.86
1999-01-15 09:38:08.2748,0.3154,-1.1106,-10.0395,0.39,3.54,4.59
1999-01-15 09:38:08.3440,0.371,-0.8892,-10.0383,0.37,3.41,2.63
1999-01-15 09:38:08.4132,0.2968,-0.9114,-10.0371,0.9,2.43,1.87
1999-01-15 09:38:08.4823,0.2681,-0.9946,-10.027,2.71,0.72,0.97
1999-01-15 09:38:08.5515,0.2669,-1.0676,-10.018,4.96,-1.16,1.08
1999-01-15 09:38:08.6206,0.2759,-1.1555,-10.0665,6.46,-3.05,2.68
1999-01-15 09:38:08.6898,0.0209,-1.4571,-10.0329,8.16,-5.5,4.36
1999-01-15 09:38:08.7590,-0.3106,-1.8886,-9.9821,4.55,-1.23,1.24
1999-01-15 09:38:08.8281,-0.1795,-1.6247,-9.9719,-2.18,6.66,-0.88
1999-01-15 09:38:08.8973,0.149,-1.0849,-10.0288,-5.32,9.62,-0.37
1999-01-15 09:38:08.9665,0.3273,-0.8384,-9.9899,-3.17,6.89,4.73
1999-01-15 09:38:09.0356,0.444,-0.8797,-9.9934,1.37,2.17,5.32
1999-01-15 09:38:09.1048,0.4488,-1.1202,-9.994,8.08,-5.99,5.75
1999-01-15 09:38:09.1739,0.289,-1.1783,-9.9246,15.78,-15.29,5.01
1999-01-15 09:38:09.2431,-0.2621,-1.6265,-9.9869,22.44,-23.53,6.52
1999-01-15 09:38:09.3123,-1.3799,-2.4912,-9.8582,10.23,-8.8,3.07
1999-01-15 09:38:09.3814,-1.0915,-2.2428,-9.8552,-4.03,9.06,-0.85
1999-01-15 09:38:09.4506,-0.1699,-1.593,-9.945,-8.25,14.93,0.18
1999-01-15 09:38:09.5197,0.1269,-1.3237,-9.9731,-6.95,13.08,0.8
1999-01-15 09:38:09.5889,-0.2394,-1.5122,-9.9611,-4.56,9.89,1.01
1999-01-15 09:38:09.6581,-0.1191,-1.2956,-9.954,-5.46,12.84,-0.87
1999-01-15 09:38:09.7272,0.2029,-1.3045,-9.9887,0.06,4.99,2.46
1999-01-15 09:38:09.7964,0.146,-1.3907,-10.0,2.25,1.88,3.56
1999-01-15 09:38:09.8656,0.0096,-1.4296,-10.006,3.09,1.41,3.79
1999-01-15 09:38:09.9347,-0.0862,-1.4972,-9.9755,3.18,1.62,4.08
1999-01-15 09:38:10.0039,-0.0503,-1.6241,-10.0228,3.14,2.36,4.92
1999-01-15 09:38:10.0730,0.1472,-1.8838,-10.0593,2.78,1.87,3.78
1999-01-15 09:38:10.1422,0.2681,-1.8395,-9.9468,1.53,0.77,1.38
1999-01-15 09:38:10.2114,-0.0186,-1.5648,-10.006,0.88,-0.25,0.17
1999-01-15 09:38:10.2805,-0.1358,-1.42,-9.9893,-0.25,-0.76,0.58
1999-01-15 09:38:10.3497,-0.1299,-1.4703,-9.9928,-0.32,0.05,1.17
1999-01-15 09:38:10.4189,-0.1604,-1.5894,-9.9893,0.09,1.13,1.34
1999-01-15 09:38:10.4880,-0.167,-1.5798,-9.9659,0.19,1.61,2.08
1999-01-15 09:38:10.5572,-0.1592,-1.5218,-9.9779,0.74,2.3,3.54
1999-01-15 09:38:10.6263,-0.1831,-1.523,-10.0072,1.23,3.9,4.4
1999-01-15 09:38:10.6955,-0.1065,-1.5654,-9.9534,0.55,2.8,4.18
1999-01-15 09:38:10.7647,-0.1729,-1.5355,-10.0156,1.31,4.18,5.11
1999-01-15 09:38:10.8338,0.0592,-1.6241,-9.9761,1.45,4.68,3.96
1999-01-15 09:38:10.9030,0.0275,-1.6911,-9.9731,0.55,1.92,3.26
1999-01-15 09:38:10.9722,-0.0108,-1.5924,-9.9462,-1.31,-1.16,3.05
1999-01-15 09:38:11.0413,-0.2543,-1.4374,-10.0216,-2.67,-2.98,3.41
1999-01-15 09:38:11.1105,-0.5332,-1.3027,-9.994,-1.03,-0.13,4.94
1999-01-15 09:38:11.1796,-0.5302,-1.2453,-9.9917,2.9,4.59,8.91
1999-01-15 09:38:11.2488,-0.3483,-1.447,-10.0252,5.57,10.07,11.44
1999-01-15 09:38:11.3180,-0.0922,-1.6073,-9.9324,6.52,12.26,11.53
1999-01-15 09:38:11.3871,0.0341,-1.6767,-9.9581,6.89,12.72,11.21
1999-01-15 09:38:11.4563,0.1909,-1.6779,-9.8863,7.64,15.14,10.37
1999-01-15 09:38:11.5254,0.4668,-1.873,-9.9169,5.88,12.0,11.38
1999-01-15 09:38:11.5946,0.5607,-1.9131,-9.8887,0.6,3.48,12.62
1999-01-15 09:38:11.6638,0.1891,-1.961,-10.003,-0.82,0.68,10.83
1999-01-15 09:38:11.7329,0.1831,-1.946,-9.924,-1.13,0.18,9.34
1999-01-15 09:38:11.8021,0.2442,-1.9724,-9.9342,-1.72,-1.66,8.31
1999-01-15 09:38:11.8713,0.1568,-1.864,-9.9575,-3.58,-4.56,7.89
1999-01-15 09:38:11.9404,-0.1939,-1.6552,-9.954,-2.12,-1.58,6.82
1999-01-15 09:38:12.0096,-0.0461,-1.6019,-9.9468,-1.12,0.69,5.81
1999-01-15 09:38:12.0787,-0.0461,-1.6444,-10.0102,-1.43,1.13,4.24
1999-01-15 09:38:12.1479,-0.091,-1.5738,-10.0252,-0.97,2.28,2.18
1999-01-15 09:38:12.2171,-0.015,-1.5589,-10.0012,-1.06,2.73,2.43
1999-01-15 09:38:12.2862,-0.0108,-1.5553,-9.9695,-0.9,2.87,3.44
1999-01-15 09:38:12.3554,-0.015,-1.5762,-9.9875,-1.3,2.35,3.07
1999-01-15 09:38:12.4246,-0.0269,-1.5619,-9.9737,-1.09,2.24,1.65
1999-01-15 09:38:12.4937,-0.1221,-1.5337,-10.0108,-1.03,2.29,0.14
1999-01-15 09:38:12.5629,-0.1119,-1.4954,-9.9952,-1.34,2.98,-2.38
1999-01-15 09:38:12.6320,-0.0652,-1.4577,-9.9905,-2.31,4.09,-4.8
1999-01-15 09:38:12.7012,0.0383,-1.3751,-9.9934,-2.78,4.66,-4.65
1999-01-15 09:38:12.7704,0.0449,-1.4547,-10.006,-1.86,4.26,-3.19
1999-01-15 09:38:12.8395,0.0772,-1.3518,-10.0317,-0.51,2.57,-3.3
1999-01-15 09:38:12.9087,0.0102,-1.2585,-10.0323,-0.32,2.21,-3.8
1999-01-15 09:38:12.9779,0.0401,-1.298,-10.0114,0.22,1.55,-3.27
1999-01-15 09:38:13.0470,0.0539,-1.3925,-9.9899,1.35,0.31,-2.32
1999-01-15 09:38:13.1162,0.0802,-1.3811,-10.0078,3.08,-1.55,-2.3
1999-01-15 09:38:13.1853,0.0174,-1.3362,-9.9743,5.64,-4.39,-2.87
1999-01-15 09:38:13.2545,0.073,-1.2345,-9.9605,10.47,-9.21,-2.91
1999-01-15 09:38:13.3237,-0.079,-1.5726,-9.8762,17.38,-17.19,-3.8
1999-01-15 09:38:13.3928,-1.0047,-2.1884,-9.8409,10.05,-8.93,-4.21
1999-01-15 09:38:13.4620,-0.9491,-2.268,-9.8995,1.4,1.24,-3.52
1999-01-15 09:38:13.5312,-0.3644,-1.9335,-9.9031,-0.72,3.65,-0.62
1999-01-15 09:38:13.6003,-0.377,-1.7707,-9.8893,2.13,1.01,1.46
1999-01-15 09:38:13.6695,-0.7181,-1.9311,-9.9109,3.2,-0.32,2.22
1999-01-15 09:38:13.7386,-0.7007,-2.0095,-9.8881,2.66,0.85,2.99
1999-01-15 09:38:13.8078,-0.5242,-2.0125,-9.9151,1.8,1.33,0.81
1999-01-15 09:38:13.8770,-0.5475,-1.9305,-9.8672,1.98,1.28,-1.3
1999-01-15 09:38:13.9461,-0.7462,-2.0436,-9.8959,1.59,1.73,-1.33
1999-01-15 09:38:14.0153,-0.7121,-2.0873,-9.875,0.06,3.55,-0.91
1999-01-15 09:38:14.0844,-0.5984,-2.0047,-9.8839,-0.46,3.54,-0.81
1999-01-15 09:38:14.1536,-0.5703,-1.9077,-9.8905,-1.0,3.63,-0.38
1999-01-15 09:38:14.2228,-0.596,-1.882,-9.9013,-1.2,4.03,0.2
1999-01-15 09:38:14.2919,-0.4871,-1.9311,-9.9115,-0.88,3.66,-0.26
1999-01-15 09:38:14.3611,-0.5577,-2.0478,-9.9169,-0.38,3.53,-0.27
1999-01-15 09:38:14.4303,-0.5206,-1.9855,-9.9019,-0.18,3.41,-0.18
1999-01-15 09:38:14.4994,-0.4512,-1.8353,-9.9204,-0.06,3.0,0.42
1999-01-15 09:38:14.5686,-0.5152,-1.8425,-9.9061,0.09,3.02,0.87
1999-01-15 09:38:14.6377,-0.5027,-1.8329,-9.9097,0.25,3.4,1.55
1999-01-15 09:38:14.7069,-0.3955,-1.7803,-9.9288,0.66,2.49,2.18
1999-01-15 09:38:14.7761,-0.3872,-1.7725,-9.951,0.87,2.45,1.36
1999-01-15 09:38:14.8452,-0.6074,-2.0148,-9.9432,0.65,2.27,1.93
1999-01-15 09:38:14.9144,-0.5781,-2.1226,-9.8845,-0.84,4.02,1.67
1999-01-15 09:38:14.9836,-0.3351,-1.8461,-9.9079,-1.23,4.41,-0.98
1999-01-15 09:38:15.0527,-0.4309,-1.7689,-9.9414,-1.89,4.2,-1.49
1999-01-15 09:38:15.1219,-0.38,-1.73,-9.9689,-2.56,4.93,-0.81
1999-01-15 09:38:15.1910,-0.3142,-1.6708,-9.9432,-3.08,6.06,-2.39
1999-01-15 09:38:15.2602,-0.3842,-1.5846,-9.8905,-5.55,10.82,-5.62
1999-01-15 09:38:15.3294,-0.2723,-1.4583,-9.8684,-10.51,18.92,-12.25
1999-01-15 09:38:15.3985,0.9359,-0.8725,-10.2095,-14.2,15.77,-19.38
1999-01-15 09:38:15.4677,0.6206,-2.037,-9.8361,-5.59,7.11,-1.4
1999-01-15 09:38:15.5369,0.2017,-1.2698,-10.0497,-1.61,3.54,-1.02
1999-01-15 09:38:15.6060,0.1155,-0.9646,-10.0503,0.09,2.69,-1.5
1999-01-15 09:38:15.6752,0.207,-1.1316,-10.0204,0.04,3.6,1.39
1999-01-15 09:38:15.7443,0.2627,-1.2483,-9.9803,-0.03,3.69,1.53
1999-01-15 09:38:15.8135,0.2184,-1.2261,-10.009,0.52,3.77,0.76
1999-01-15 09:38:15.8827,0.2519,-1.1914,-10.0365,0.94,3.57,0.57
1999-01-15 09:38:15.9518,0.2735,-1.1902,-10.0132,0.86,3.36,0.78
1999-01-15 09:38:16.0210,0.3022,-1.2668,-10.0401,1.11,4.47,0.82
1999-01-15 09:38:16.0901,0.4398,-1.2997,-10.0168,0.91,3.99,-0.18
1999-01-15 09:38:16.1593,0.4332,-1.2453,-10.0096,0.53,3.54,-1.0
1999-01-15 09:38:16.2285,0.3908,-1.3135,-10.0276,0.3,3.05,0.6
1999-01-15 09:38:16.2976,0.3722,-1.2477,-10.0144,-0.14,2.28,-1.94
1999-01-15 09:38:16.3668,0.3094,-1.2573,-9.9893,-0.51,1.58,-5.59
1999-01-15 09:38:16.4360,0.2884,-1.2046,-10.0461,-0.18,2.13,-4.6
1999-01-15 09:38:16.5051,0.4117,-1.216,-10.0246,0.74,3.2,-1.15
1999-01-15 09:38:16.5743,0.4949,-1.1968,-10.0174,-0.23,1.76,-1.28
1999-01-15 09:38:16.6434,0.3734,-1.2166,-10.0305,-0.95,0.84,-1.89
1999-01-15 09:38:16.7126,0.1849,-1.0807,-10.0347,-0.61,1.26,-1.14
1999-01-15 09:38:16.7818,0.2059,-1.0963,-10.0569,0.97,4.18,1.23
1999-01-15 09:38:16.8509,0.3698,-1.1394,-10.0383,2.9,6.86,1.43
1999-01-15 09:38:16.9201,0.5326,-1.2088,-10.0138,4.1,8.19,2.28
1999-01-15 09:38:16.9893,0.6241,-1.3177,-10.0234,3.34,7.11,2.79
1999-01-15 09:38:17.0584,0.6708,-1.3608,-9.9713,1.88,4.59,2.0
1999-01-15 09:38:17.1276,0.6289,-1.4194,-9.933,-2.72,-2.14,4.86
1999-01-15 09:38:17.1967,0.3435,-1.0969,-10.1389,0.63,2.47,1.88
1999-01-15 09:38:17.2659,0.3961,-1.04,-10.015,2.24,5.14,-2.94
1999-01-15 09:38:17.3351,0.3219,-1.0694,-9.9994,5.8,11.03,-2.1
1999-01-15 09:38:17.4042,0.3034,-1.2034,-9.9731,12.71,21.63,-0.15
1999-01-15 09:38:17.4734,1.295,-2.0549,-10.2137,18.29,32.11,2.67
1999-01-15 09:38:17.5426,2.8748,-2.2871,-9.5482,0.3,4.77,3.37
1999-01-15 09:38:17.6117,1.5361,-1.7994,-9.8839,-13.68,-14.81,3.02
1999-01-15 09:38:17.6809,0.313,-1.3165,-10.0371,-16.93,-19.08,3.05
1999-01-15 09:38:17.7500,0.2136,-1.0251,-10.0365,-12.28,-13.27,2.37
1999-01-15 09:38:17.8192,0.4267,-1.0245,-9.9366,-6.69,-5.0,0.85
1999-01-15 09:38:17.8884,0.4015,-0.8988,-10.0108,-6.17,-4.31,0.53
1999-01-15 09:38:17.9575,0.289,-0.8252,-10.0443,-5.26,-2.56,0.45
1999-01-15 09:38:18.0267,0.2531,-0.7486,-10.0515,-4.17,-2.0,1.35
1999-01-15 09:38:18.0959,0.2902,-0.7582,-10.0401,-3.82,-1.87,1.39
1999-01-15 09:38:18.1650,0.2729,-0.8222,-10.0533,-3.58,-2.58,1.4
1999-01-15 09:38:18.2342,0.1963,-0.8462,-10.1227,-3.14,-1.56,1.29
1999-01-15 09:38:18.3033,0.0778,-0.666,-10.1024,-2.83,-0.8,1.22
1999-01-15 09:38:18.3725,0.0269,-0.5811,-10.0898,-2.07,0.18,0.68
1999-01-15 09:38:18.4417,0.0191,-0.5799,-10.0778,-2.33,0.81,-1.54
1999-01-15 09:38:18.5108,-0.0251,-0.596,-10.079,-2.35,2.08,-2.63
1999-01-15 09:38:18.5800,0.0036,-0.5493,-10.0832,-2.37,2.5,-1.63
1999-01-15 09:38:18.6491,0.0168,-0.4829,-10.103,-2.22,2.9,-0.88
1999-01-15 09:38:18.7183,0.0132,-0.4488,-10.0796,-2.07,2.72,0.03
1999-01-15 09:38:18.7875,0.0628,-0.4763,-10.1185,-2.6,3.95,-0.22
1999-01-15 09:38:18.8566,0.0718,-0.3842,-10.1371,-2.62,3.83,-1.16
1999-01-15 09:38:18.9258,0.1161,-0.1921,-10.0712,-2.28,3.91,-2.32
1999-01-15 09:38:18.9950,0.0114,-0.3501,-10.1131,-2.07,3.32,-2.43
1999-01-15 09:38:19.0641,0.0568,-0.3483,-10.0976,-2.1,4.31,-3.22
1999-01-15 09:38:19.1333,0.2238,-0.1729,-10.0563,-1.37,3.72,-4.86
1999-01-15 09:38:19.2024,0.2017,-0.1191,-10.1,0.17,1.43,-4.95
1999-01-15 09:38:19.2716,0.0401,-0.1963,-10.0952,1.55,-0.8,-3.34
1999-01-15 09:38:19.3408,-0.0251,-0.2436,-10.0958,1.87,-1.33,-1.65
1999-01-15 09:38:19.4099,0.0084,-0.292,-10.0676,1.48,-1.06,-1.72
1999-01-15 09:38:19.4791,0.0521,-0.2884,-10.0635,2.94,-2.2,-2.91
1999-01-15 09:38:19.5483,-0.0227,-0.2603,-10.0545,4.24,-3.85,-4.31
1999-01-15 09:38:19.6174,-0.0796,-0.2029,-10.0467,6.97,-7.73,-2.9
1999-01-15 09:38:19.6866,-0.1035,-0.2801,-10.0216,11.62,-13.8,-4.83
1999-01-15 09:38:19.7557,-0.9862,-0.8928,-10.0551,7.23,-7.84,-6.65
1999-01-15 09:38:19.8249,-0.9814,-0.8761,-10.082,-2.16,3.55,-9.74
1999-01-15 09:38:19.8941,-0.4775,-0.62,-10.0437,-3.24,5.09,-6.26
1999-01-15 09:38:19.9632,-0.4219,-0.587,-10.0623,-1.75,4.12,-2.63
1999-01-15 09:38:20.0324,-0.4949,-0.514,-10.0569,-1.16,3.76,-1.59
1999-01-15 09:38:20.1016,-0.4817,-0.4279,-10.0455,-2.44,5.64,-3.54
1999-01-15 09:38:20.1707,-0.5086,-0.4464,-10.0431,-4.16,9.31,-4.79
1999-01-15 09:38:20.2409,-0.0987,-0.1873,-10.0934,-4.24,11.73,-5.28
1999-01-15 09:38:20.3101,0.0072,-0.2573,-10.0898,-3.58,11.29,-2.49
1999-01-15 09:38:20.3793,0.0054,-0.386,-10.1203,-1.21,6.51,1.65
1999-01-15 09:38:20.4485,-0.149,-0.4009,-10.1024,0.16,3.75,2.76
1999-01-15 09:38:20.5177,-0.1017,-0.3375,-10.0766,0.77,2.78,2.08
1999-01-15 09:38:20.5869,-0.0999,-0.3357,-10.094,0.44,2.56,1.36
1999-01-15 09:38:20.6561,-0.1263,-0.3249,-10.0904,-0.19,2.75,1.29
1999-01-15 09:38:20.7253,-0.1299,-0.2681,-10.0856,0.31,2.63,1.23
1999-01-15 09:38:20.7946,-0.1143,-0.1843,-10.0862,0.18,2.32,-0.04
1999-01-15 09:38:20.8638,-0.1251,-0.1909,-10.0772,-0.36,2.18,-2.07
1999-01-15 09:38:20.9330,-0.0156,-0.219,-10.0665,-0.23,1.28,-1.15
1999-01-15 09:38:21.0022,-0.0162,-0.3333,-10.097,0.28,1.66,0.93
1999-01-15 09:38:21.0714,-0.1071,-0.3782,-10.0916,0.04,1.37,0.6
1999-01-15 09:38:21.1406,-0.1867,-0.313,-10.0838,-0.35,0.64,0.38
1999-01-15 09:38:21.2098,-0.1729,-0.1723,-10.1,-0.32,0.94,0.28
1999-01-15 09:38:21.2790,-0.1544,-0.1861,-10.0994,-0.19,1.3,0.43
1999-01-15 09:38:21.3482,-0.2148,-0.1849,-10.1012,-0.53,1.45,0.32
1999-01-15 09:38:21.4174,-0.2902,-0.1753,-10.0892,0.25,2.24,1.42
1999-01-15 09:38:21.4867,-0.2543,-0.1598,-10.0904,1.54,4.11,1.1
1999-01-15 09:38:21.5559,-0.1747,-0.1083,-10.076,2.31,5.39,-1.26
1999-01-15 09:38:21.6251,-0.091,-0.313,-10.0784,2.64,5.87,-0.14
1999-01-15 09:38:21.6943,-0.0251,-0.3471,-10.0641,1.59,3.9,0.55
1999-01-15 09:38:21.7635,-0.0473,-0.298,-10.0922,0.55,2.18,1.11
1999-01-15 09:38:21.8327,-0.2459,-0.2088,-10.097,1.79,4.04,1.26
