dateTime_UTC,ax,ay,az,gx,gy,gz
1999-01-02 04:00:16.0931,-0.137,0.6475,-7.0882,-15.93,19.15,-0.5
1999-01-02 04:00:16.1621,-0.0945,0.304,-6.8464,-1.3,10.32,-0.98
1999-01-02 04:00:16.2311,-0.0281,0.286,-7.7111,16.44,-8.66,-3.07
1999-01-02 04:00:16.3001,-0.1029,0.1909,-10.3752,21.42,-13.42,-4.4
1999-01-02 04:00:16.3691,-0.1861,0.3973,-13.3727,15.25,-20.06,-3.17
1999-01-02 04:00:16.4380,-0.2896,0.6074,-14.2643,-3.19,-1.69,-1.08
1999-01-02 04:00:16.5070,0.0832,0.3405,-11.1358,-11.25,14.38,3.93
1999-01-02 04:00:16.5760,-0.0676,0.1053,-9.2873,-13.87,20.7,0.66
1999-01-02 04:00:16.6450,-0.2926,0.2328,-7.9146,-10.69,17.51,4.63
1999-01-02 04:00:16.7140,0.2645,0.4207,-6.8973,1.62,15.3,-2.24
1999-01-02 04:00:16.7830,0.0209,0.3573,-8.279,17.52,-5.56,0.6
1999-01-02 04:00:16.8520,0.1526,0.3806,-10.1149,14.04,-21.54,-0.06
1999-01-02 04:00:16.9210,-0.6445,-0.2495,-12.5989,12.27,-13.3,-3.94
1999-01-02 04:00:16.9900,0.1173,0.0102,-13.5971,-2.03,-0.88,0.54
1999-01-02 04:00:17.0590,-0.1831,-0.1089,-11.876,-16.79,6.68,2.91
1999-01-02 04:00:17.1280,-0.371,0.5906,-9.6924,-20.33,28.52,-5.84
1999-01-02 04:00:17.1970,0.2705,0.8743,-7.4939,-16.58,15.5,0.91
1999-01-02 04:00:17.2660,-0.1855,0.5775,-7.2019,0.73,2.2,2.1
1999-01-02 04:00:17.3350,-0.0377,0.2753,-7.2587,15.99,-7.14,-1.9
1999-01-02 04:00:17.4039,-0.1161,0.0072,-9.65,24.74,-16.38,-3.52
1999-01-02 04:00:17.4729,-0.1759,0.2256,-12.8006,17.71,-20.5,-4.02
1999-01-02 04:00:17.5419,-0.2723,-0.2124,-15.5928,8.62,-0.86,-1.43
1999-01-02 04:00:17.6109,0.0335,0.7654,-11.2399,-24.83,7.01,1.74
1999-01-02 04:00:17.6799,-0.2346,0.2148,-9.9061,-22.12,29.55,-0.83
1999-01-02 04:00:17.7489,-0.0024,0.5344,-7.2593,-19.9,18.33,-5.18
1999-01-02 04:00:17.8179,-0.4733,0.6648,-6.7207,-4.8,4.47,-2.21
1999-01-02 04:00:17.8869,-0.2615,0.687,-7.2497,14.26,1.72,-1.31
1999-01-02 04:00:17.9559,0.07,0.1711,-9.8738,24.29,-11.38,0.27
1999-01-02 04:00:18.0249,-0.4494,-0.1197,-11.0718,28.72,-28.34,0.18
1999-01-02 04:00:18.0939,-0.6301,0.1358,-14.3517,14.72,-14.69,0.16
1999-01-02 04:00:18.1629,-0.5158,0.3321,-12.7509,-10.82,2.73,3.35
1999-01-02 04:00:18.2319,-0.5475,0.0287,-10.7385,-18.11,16.15,5.17
1999-01-02 04:00:18.3009,-0.5063,0.4452,-8.2575,-17.57,18.94,6.45
1999-01-02 04:00:18.3699,0.0407,0.0557,-7.1055,-9.32,12.15,6.67
1999-01-02 04:00:18.4388,-0.2854,0.2304,-7.4305,4.87,1.18,0.49
1999-01-02 04:00:18.5078,-0.6523,0.155,-8.7374,16.49,-10.59,-1.97
1999-01-02 04:00:18.5768,-0.2974,-0.1526,-11.6887,20.24,-14.46,-2.19
1999-01-02 04:00:18.6458,-0.5128,0.286,-12.9233,18.82,-14.32,1.79
1999-01-02 04:00:18.7148,-0.6295,-0.3776,-13.8622,-5.09,4.69,0.3
1999-01-02 04:00:18.7838,-0.6708,0.1394,-10.4632,-18.58,9.37,2.62
1999-01-02 04:00:18.8528,-0.3884,0.1334,-9.5943,-15.6,14.84,3.75
1999-01-02 04:00:18.9218,-0.2884,0.3632,-7.7374,-15.99,18.87,-1.42
1999-01-02 04:00:18.9908,-0.687,0.5242,-6.8733,0.23,3.45,1.72
1999-01-02 04:00:19.0598,-0.5924,0.3824,-8.1402,14.17,-7.04,-1.22
1999-01-02 04:00:19.1288,-0.161,0.0604,-10.7983,20.82,-8.84,0.07
1999-01-02 04:00:19.1978,-0.4261,-0.2663,-12.1645,16.93,-10.15,-1.65
1999-01-02 04:00:19.2668,-0.5057,-0.0365,-13.08,3.98,-6.16,2.87
1999-01-02 04:00:19.3358,-0.7654,-0.0598,-12.1052,-12.74,8.01,0.98
1999-01-02 04:00:19.4048,-0.5404,0.2232,-9.9025,-17.23,11.96,7.47
1999-01-02 04:00:19.4737,-0.526,0.1711,-8.8547,-18.18,18.73,0.04
1999-01-02 04:00:19.5427,-0.0168,0.7223,-7.0391,-8.88,10.58,1.6
1999-01-02 04:00:19.6117,-0.0227,0.4398,-7.1827,9.31,-7.63,0.28
1999-01-02 04:00:19.6807,-1.0592,-0.1089,-10.3118,18.66,-8.22,-2.85
1999-01-02 04:00:19.7497,-0.3178,0.0341,-11.1101,20.03,-9.15,-1.45
1999-01-02 04:00:19.8187,-0.6714,0.0634,-13.9322,11.15,-5.1,0.21
1999-01-02 04:00:19.8877,-0.6086,0.1735,-12.5905,-12.42,6.99,2.81
1999-01-02 04:00:19.9567,-0.3387,-0.0317,-10.2567,-18.25,18.63,3.92
1999-01-02 04:00:20.0257,-0.1891,0.4201,-8.7326,-19.28,16.31,0.31
1999-01-02 04:00:20.0947,-0.7229,0.4416,-7.2743,-6.45,9.52,3.09
1999-01-02 04:00:20.1637,-0.4452,0.2795,-7.4717,10.18,6.99,0.54
1999-01-02 04:00:20.2327,-0.4626,-0.1765,-9.7828,19.57,-6.72,0.96
1999-01-02 04:00:20.3017,-0.4273,0.0239,-10.8073,21.17,-10.39,0.23
1999-01-02 04:00:20.3707,-0.386,-0.134,-12.9472,16.29,-9.43,2.9
1999-01-02 04:00:20.4397,-1.1148,0.2543,-12.4338,-10.65,2.02,0.52
1999-01-02 04:00:20.5086,-0.4805,0.0425,-10.6385,-16.61,14.24,6.25
1999-01-02 04:00:20.5776,-0.4368,-0.0293,-9.048,-21.0,19.43,3.91
1999-01-02 04:00:20.6466,-0.4931,0.2579,-7.1827,-11.63,16.99,1.76
1999-01-02 04:00:20.7156,-0.0389,0.1921,-7.3275,5.79,2.63,1.96
1999-01-02 04:00:20.7846,-0.7971,-0.0928,-9.2861,16.62,-15.83,-0.71
1999-01-02 04:00:20.8536,-0.517,0.0533,-11.4201,17.99,-18.94,-1.18
1999-01-02 04:00:20.9226,-0.5978,0.0287,-13.1955,11.75,-18.16,2.42
1999-01-02 04:00:20.9916,-0.8587,0.2334,-12.8969,-9.23,3.57,1.78
1999-01-02 04:00:21.0606,-0.3034,0.1299,-10.3214,-20.08,14.52,3.46
1999-01-02 04:00:21.1296,-0.4632,0.3184,-8.6117,-21.57,17.7,2.5
1999-01-02 04:00:21.1986,-0.675,0.3207,-7.3287,-9.81,12.51,0.71
1999-01-02 04:00:21.2676,-0.4506,0.0892,-7.4005,9.89,-1.09,-0.46
1999-01-02 04:00:21.3366,-0.7666,0.0347,-9.2436,22.16,-11.38,-1.43
1999-01-02 04:00:21.4056,-0.2633,0.0551,-11.0383,26.59,-12.15,-2.35
1999-01-02 04:00:21.4745,-1.0957,-0.3967,-14.2475,13.47,-4.86,0.71
1999-01-02 04:00:21.5435,-0.69,-0.0981,-12.2578,-11.38,6.41,0.48
1999-01-02 04:00:21.6125,-0.6206,-0.2633,-10.5039,-18.72,23.93,0.55
1999-01-02 04:00:21.6815,-0.3596,0.4093,-8.3472,-22.97,11.66,3.65
1999-01-02 04:00:21.7505,-0.7121,0.1705,-7.0666,-7.65,11.49,1.25
1999-01-02 04:00:21.8195,-0.4901,0.1999,-7.467,8.77,1.83,-1.25
1999-01-02 04:00:21.8885,-0.8073,0.2418,-9.9318,19.27,-20.01,3.13
1999-01-02 04:00:21.9575,-1.1711,-0.1747,-12.426,18.74,-13.64,1.53
1999-01-02 04:00:22.0265,-0.4584,-0.058,-13.0555,4.2,0.39,0.81
1999-01-02 04:00:22.0955,-0.5571,-0.1622,-12.1076,-12.29,9.13,1.66
1999-01-02 04:00:22.1645,-0.9628,0.088,-10.2214,-22.58,16.42,2.94
1999-01-02 04:00:22.2335,-0.0497,0.5655,-8.2515,-16.51,20.48,1.87
1999-01-02 04:00:22.3025,-0.0993,0.4452,-6.7447,-6.08,11.8,0.8
1999-01-02 04:00:22.3715,-0.7372,0.2795,-7.5675,13.5,-2.63,-0.31
1999-01-02 04:00:22.4405,-0.8719,0.085,-10.0311,21.81,-16.99,-2.07
1999-01-02 04:00:22.5094,-0.8581,0.1472,-12.9328,23.89,-17.58,1.26
1999-01-02 04:00:22.5784,-1.0179,-0.2537,-14.3858,-0.41,-4.95,1.63
1999-01-02 04:00:22.6474,-0.6026,-0.1287,-11.5463,-16.38,11.31,1.75
1999-01-02 04:00:22.7174,-0.7438,-0.0395,-9.8744,-23.23,16.04,4.03
1999-01-02 04:00:22.7866,-0.9551,0.4309,-8.2766,-22.51,16.46,2.64
1999-01-02 04:00:22.8558,-0.286,0.6469,-6.6717,-6.68,8.07,3.15
1999-01-02 04:00:22.9251,-0.1867,0.5763,-7.2952,10.77,-6.76,0.2
1999-01-02 04:00:22.9943,-1.1286,0.0802,-10.3375,22.37,-21.24,1.02
1999-01-02 04:00:23.0635,-0.7719,-0.1694,-12.3332,25.96,-12.84,0.92
1999-01-02 04:00:23.1327,-0.7725,0.143,-13.9005,6.04,-4.88,1.3
